total_2_1edge,total_2_indep,total_3_tris,total_2_star,total_3_1edge,total_3_indep,total_4_clique,total_4_chordcycle,total_4_tailed_tris,total_4_cycle,total_3_star,total_4_path,total_4_1edge,total_4_2edge,total_4_2star,total_4_tri,total_4_indep,filename
6,15,0,5,20,10,0,0,0,0,0,4,12,6,12,0,1,./motifs/2385.motifcount
6,15,0,7,16,12,0,0,0,0,2,4,6,4,14,0,5,./motifs/2386.motifcount
6,15,0,6,18,11,0,0,0,0,1,6,15,3,9,0,1,./motifs/2387.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2388.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2389.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2390.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2391.motifcount
8,13,2,11,12,10,0,1,3,0,7,6,9,0,3,3,3,./motifs/2392.motifcount
9,12,0,18,9,8,0,0,0,6,9,6,3,0,9,0,2,./motifs/2393.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2394.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2395.motifcount
8,13,1,11,15,8,0,0,4,1,2,6,4,2,14,0,2,./motifs/2396.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2397.motifcount
7,14,0,11,13,11,0,0,0,1,5,6,3,2,13,0,5,./motifs/2398.motifcount
7,14,0,9,17,9,0,0,0,1,2,6,6,4,14,0,2,./motifs/2400.motifcount
6,15,0,8,14,13,0,0,0,0,4,4,6,3,12,0,6,./motifs/2401.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2402.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2403.motifcount
11,10,4,16,11,4,0,2,10,4,4,4,4,1,4,2,0,./motifs/2404.motifcount
6,15,0,6,18,11,0,0,0,0,1,6,15,3,9,0,1,./motifs/2405.motifcount
9,12,0,20,5,10,0,0,0,6,14,4,0,0,6,0,5,./motifs/2406.motifcount
7,14,0,11,13,11,0,0,0,1,5,6,3,2,13,0,5,./motifs/2407.motifcount
11,10,4,16,11,4,0,2,10,4,4,4,4,1,4,2,0,./motifs/2408.motifcount
6,15,0,6,18,11,0,0,0,0,1,6,15,3,9,0,1,./motifs/2409.motifcount
6,15,0,5,20,10,0,0,0,0,0,4,12,6,12,0,1,./motifs/2410.motifcount
8,13,1,11,15,8,0,0,4,1,2,6,4,2,14,0,2,./motifs/2412.motifcount
10,11,0,25,0,10,0,0,0,10,20,0,0,0,0,0,5,./motifs/2413.motifcount
6,15,0,8,14,13,0,0,0,0,4,6,12,1,8,0,4,./motifs/2414.motifcount
6,15,0,11,8,16,0,0,0,0,10,4,6,0,6,0,9,./motifs/2415.motifcount
11,10,4,16,11,4,0,2,10,4,4,4,4,1,4,2,0,./motifs/2416.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2417.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2418.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2419.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2421.motifcount
6,15,0,7,16,12,0,0,0,0,2,4,6,4,14,0,5,./motifs/2422.motifcount
6,15,0,9,12,14,0,0,0,0,5,6,9,0,9,0,6,./motifs/2423.motifcount
6,15,0,8,14,13,0,0,0,0,4,6,12,1,8,0,4,./motifs/2424.motifcount
6,15,0,7,16,12,0,0,0,0,2,4,6,4,14,0,5,./motifs/2425.motifcount
10,11,5,10,15,5,1,2,8,0,0,5,5,0,10,4,0,./motifs/2426.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2427.motifcount
7,14,0,13,9,13,0,0,0,1,10,6,6,0,6,0,6,./motifs/2429.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2430.motifcount
8,13,2,11,12,10,0,1,3,0,7,6,9,0,3,3,3,./motifs/2431.motifcount
6,15,0,11,8,16,0,0,0,0,10,4,6,0,6,0,9,./motifs/2432.motifcount
6,15,0,8,14,13,0,0,0,0,4,6,12,1,8,0,4,./motifs/2433.motifcount
7,14,0,10,15,10,0,0,0,1,4,7,9,2,10,0,2,./motifs/2434.motifcount
6,15,0,7,16,12,0,0,0,0,2,4,6,4,14,0,5,./motifs/2435.motifcount
7,14,0,9,17,9,0,0,0,1,2,6,6,4,14,0,2,./motifs/2436.motifcount
9,12,0,20,5,10,0,0,0,6,14,4,0,0,6,0,5,./motifs/2437.motifcount
11,10,3,18,10,4,0,3,4,5,6,8,3,0,4,2,0,./motifs/2438.motifcount
6,15,0,6,18,11,0,0,0,0,1,6,15,3,9,0,1,./motifs/2439.motifcount
6,15,0,7,16,12,0,0,0,0,2,4,6,4,14,0,5,./motifs/2440.motifcount
9,12,0,20,5,10,0,0,0,6,14,4,0,0,6,0,5,./motifs/2441.motifcount
6,15,0,7,16,12,0,0,0,0,2,4,6,4,14,0,5,./motifs/2442.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2443.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2444.motifcount
7,14,0,10,15,10,0,0,0,1,4,7,9,2,10,0,2,./motifs/2445.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2446.motifcount
6,15,0,6,18,11,0,0,0,0,1,5,12,4,11,0,2,./motifs/2448.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2449.motifcount
7,14,0,9,17,9,0,0,0,1,2,6,6,4,14,0,2,./motifs/2450.motifcount
6,15,0,11,8,16,0,0,0,0,10,4,6,0,6,0,9,./motifs/2451.motifcount
6,15,0,8,14,13,0,0,0,0,4,6,12,1,8,0,4,./motifs/2452.motifcount
6,15,0,6,18,11,0,0,0,0,1,6,15,3,9,0,1,./motifs/2453.motifcount
9,12,0,20,5,10,0,0,0,6,14,4,0,0,6,0,5,./motifs/2454.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2455.motifcount
9,12,0,20,5,10,0,0,0,6,14,4,0,0,6,0,5,./motifs/2456.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2457.motifcount
9,12,0,18,9,8,0,0,0,6,9,6,3,0,9,0,2,./motifs/2458.motifcount
10,11,0,21,8,6,0,0,0,9,9,6,1,0,9,0,1,./motifs/2459.motifcount
6,15,0,5,20,10,0,0,0,0,0,4,12,6,12,0,1,./motifs/2460.motifcount
9,12,0,20,5,10,0,0,0,6,14,4,0,0,6,0,5,./motifs/2461.motifcount
6,15,0,5,20,10,0,0,0,0,0,4,12,6,12,0,1,./motifs/2462.motifcount
6,15,0,7,16,12,0,0,0,0,2,6,12,2,10,0,3,./motifs/2464.motifcount
9,12,0,18,9,8,0,0,0,6,9,6,3,0,9,0,2,./motifs/2465.motifcount
6,15,0,9,12,14,0,0,0,0,5,6,9,0,9,0,6,./motifs/2468.motifcount
9,12,0,20,5,10,0,0,0,6,14,4,0,0,6,0,5,./motifs/2469.motifcount
12,9,6,14,14,1,1,4,8,1,1,11,0,2,3,4,0,./motifs/2470.motifcount
6,15,0,11,8,16,0,0,0,0,10,4,6,0,6,0,9,./motifs/2471.motifcount
6,15,0,5,20,10,0,0,0,0,0,4,12,6,12,0,1,./motifs/2472.motifcount
6,15,0,8,14,13,0,0,0,0,4,6,12,1,8,0,4,./motifs/2473.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2474.motifcount
7,14,1,7,18,9,0,0,3,0,0,5,10,3,12,1,1,./motifs/2475.motifcount
6,15,0,8,14,13,0,0,0,0,4,4,6,3,12,0,6,./motifs/2476.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2477.motifcount
6,15,0,11,8,16,0,0,0,0,10,4,6,0,6,0,9,./motifs/2478.motifcount
6,15,0,7,16,12,0,0,0,0,2,4,6,4,14,0,5,./motifs/2479.motifcount
7,14,0,9,17,9,0,0,0,1,2,7,9,3,12,0,1,./motifs/2480.motifcount
6,15,0,5,20,10,0,0,0,0,0,4,12,6,12,0,1,./motifs/2481.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2482.motifcount
6,15,0,5,20,10,0,0,0,0,0,4,12,6,12,0,1,./motifs/2483.motifcount
6,15,0,9,12,14,0,0,0,0,5,6,9,0,9,0,6,./motifs/2484.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2485.motifcount
6,15,0,5,20,10,0,0,0,0,0,4,12,6,12,0,1,./motifs/2486.motifcount
11,10,4,16,11,4,0,2,10,4,4,4,4,1,4,2,0,./motifs/2487.motifcount
7,14,0,13,9,13,0,0,0,1,10,6,6,0,6,0,6,./motifs/2488.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2489.motifcount
9,12,2,11,17,5,0,1,3,2,2,6,4,4,10,3,0,./motifs/2490.motifcount
7,14,0,10,15,10,0,0,0,1,3,8,9,1,11,0,2,./motifs/2491.motifcount
8,13,0,12,16,7,0,0,0,2,4,8,4,4,12,0,1,./motifs/2492.motifcount
7,14,0,9,17,9,0,0,0,1,2,6,6,4,14,0,2,./motifs/2493.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2494.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2495.motifcount
6,15,0,9,12,14,0,0,0,0,5,6,9,0,9,0,6,./motifs/2496.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2497.motifcount
9,12,0,20,5,10,0,0,0,6,14,4,0,0,6,0,5,./motifs/2498.motifcount
9,12,0,20,5,10,0,0,0,6,14,4,0,0,6,0,5,./motifs/2499.motifcount
9,12,0,20,5,10,0,0,0,6,14,4,0,0,6,0,5,./motifs/2500.motifcount
6,15,0,8,14,13,0,0,0,0,4,4,6,3,12,0,6,./motifs/2501.motifcount
6,15,0,6,18,11,0,0,0,0,1,6,15,3,9,0,1,./motifs/2502.motifcount
6,15,0,7,16,12,0,0,0,0,2,4,6,4,14,0,5,./motifs/2504.motifcount
6,15,0,6,18,11,0,0,0,0,1,6,15,3,9,0,1,./motifs/2505.motifcount
7,14,0,9,17,9,0,0,0,0,2,10,10,2,10,0,1,./motifs/2506.motifcount
6,15,0,11,8,16,0,0,0,0,10,4,6,0,6,0,9,./motifs/2507.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2508.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2509.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2510.motifcount
7,14,1,9,14,11,0,0,4,0,2,5,9,0,12,0,3,./motifs/2511.motifcount
9,12,0,16,13,6,0,0,0,4,6,10,2,2,10,0,1,./motifs/2512.motifcount
7,14,0,9,17,9,0,0,0,1,2,6,6,4,14,0,2,./motifs/2513.motifcount
9,12,0,18,9,8,0,0,0,6,9,6,3,0,9,0,2,./motifs/2514.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2515.motifcount
8,13,1,10,17,7,0,0,3,1,2,7,8,3,10,1,0,./motifs/2516.motifcount
8,13,0,15,10,10,0,0,0,3,8,6,0,1,12,0,5,./motifs/2517.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2518.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2519.motifcount
6,15,0,8,14,13,0,0,0,0,4,6,12,1,8,0,4,./motifs/2520.motifcount
6,15,0,8,14,13,0,0,0,0,4,6,12,1,8,0,4,./motifs/2521.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2522.motifcount
7,14,0,9,17,9,0,0,0,1,2,7,9,3,12,0,1,./motifs/2523.motifcount
6,15,0,6,18,11,0,0,0,0,1,4,9,5,13,0,3,./motifs/2524.motifcount
7,14,0,9,17,9,0,0,0,1,2,6,6,4,14,0,2,./motifs/2525.motifcount
5,10,0,6,8,6,0,0,0,0,1,4,3,0,5,0,2,./motifs/2526.motifcount
9,12,0,20,5,10,0,0,0,6,14,4,0,0,6,0,5,./motifs/2527.motifcount
9,12,0,20,5,10,0,0,0,6,14,4,0,0,6,0,5,./motifs/2528.motifcount
7,14,0,9,17,9,0,0,0,1,2,6,6,4,14,0,2,./motifs/2529.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2530.motifcount
9,12,0,20,5,10,0,0,0,6,14,4,0,0,6,0,5,./motifs/2531.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2532.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2533.motifcount
6,15,0,5,20,10,0,0,0,0,0,4,12,6,12,0,1,./motifs/2534.motifcount
6,15,0,11,8,16,0,0,0,0,10,4,6,0,6,0,9,./motifs/2535.motifcount
6,15,0,11,8,16,0,0,0,0,10,4,6,0,6,0,9,./motifs/2536.motifcount
7,14,0,10,15,10,0,0,0,1,4,7,9,2,10,0,2,./motifs/2537.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2538.motifcount
11,10,4,16,11,4,0,2,10,4,4,4,4,1,4,2,0,./motifs/2539.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2540.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2541.motifcount
9,12,0,20,5,10,0,0,0,6,14,4,0,0,6,0,5,./motifs/2542.motifcount
6,15,0,11,8,16,0,0,0,0,10,4,6,0,6,0,9,./motifs/2543.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2544.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2545.motifcount
9,12,3,10,16,6,0,2,4,0,2,7,5,2,8,4,1,./motifs/2546.motifcount
7,14,0,10,15,10,0,0,0,1,4,7,9,2,10,0,2,./motifs/2547.motifcount
7,14,0,8,19,8,0,0,0,0,1,8,7,5,13,0,1,./motifs/2548.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2549.motifcount
9,12,0,20,5,10,0,0,0,6,14,4,0,0,6,0,5,./motifs/2550.motifcount
6,15,0,9,12,14,0,0,0,0,5,6,9,0,9,0,6,./motifs/2551.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2552.motifcount
6,15,0,6,18,11,0,0,0,0,1,5,12,4,11,0,2,./motifs/2553.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2554.motifcount
6,15,0,8,14,13,0,0,0,0,4,6,12,1,8,0,4,./motifs/2555.motifcount
6,15,0,8,14,13,0,0,0,0,4,6,12,1,8,0,4,./motifs/2556.motifcount
6,15,0,11,8,16,0,0,0,0,10,4,6,0,6,0,9,./motifs/2557.motifcount
6,15,0,7,16,12,0,0,0,0,2,6,12,2,10,0,3,./motifs/2558.motifcount
8,13,1,11,15,8,0,0,4,1,2,6,4,2,14,0,2,./motifs/2560.motifcount
7,14,0,10,15,10,0,0,0,1,4,7,9,2,10,0,2,./motifs/2561.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2562.motifcount
6,15,0,11,8,16,0,0,0,0,10,4,6,0,6,0,9,./motifs/2563.motifcount
8,13,1,11,15,8,0,0,4,1,2,6,4,2,14,0,2,./motifs/2564.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2565.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2566.motifcount
6,15,0,11,8,16,0,0,0,0,10,4,6,0,6,0,9,./motifs/2567.motifcount
7,14,0,9,17,9,0,0,0,1,2,6,6,4,14,0,2,./motifs/2568.motifcount
9,12,0,18,9,8,0,0,0,6,9,6,3,0,9,0,2,./motifs/2569.motifcount
7,14,0,10,15,10,0,0,0,1,4,7,9,2,10,0,2,./motifs/2570.motifcount
6,15,0,11,8,16,0,0,0,0,10,4,6,0,6,0,9,./motifs/2571.motifcount
7,14,0,10,15,10,0,0,0,1,4,7,9,2,10,0,2,./motifs/2572.motifcount
6,15,0,11,8,16,0,0,0,0,10,4,6,0,6,0,9,./motifs/2573.motifcount
6,15,0,11,8,16,0,0,0,0,10,4,6,0,6,0,9,./motifs/2574.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2575.motifcount
6,15,0,6,18,11,0,0,0,0,1,6,15,3,9,0,1,./motifs/2576.motifcount
6,15,0,5,20,10,0,0,0,0,0,4,12,6,12,0,1,./motifs/2577.motifcount
7,14,0,10,15,10,0,0,0,1,4,7,9,2,10,0,2,./motifs/2578.motifcount
7,14,0,13,9,13,0,0,0,1,10,6,6,0,6,0,6,./motifs/2579.motifcount
6,15,0,11,8,16,0,0,0,0,10,4,6,0,6,0,9,./motifs/2580.motifcount
6,15,0,5,20,10,0,0,0,0,0,4,12,6,12,0,1,./motifs/2581.motifcount
7,14,0,10,15,10,0,0,0,1,4,7,9,2,10,0,2,./motifs/2582.motifcount
7,14,0,11,13,11,0,0,0,1,5,6,3,2,13,0,5,./motifs/2583.motifcount
6,15,0,8,14,13,0,0,0,0,4,4,6,3,12,0,6,./motifs/2584.motifcount
10,11,2,18,8,7,0,1,5,5,9,4,3,0,5,1,2,./motifs/2585.motifcount
8,13,0,12,16,7,0,0,0,3,3,6,3,4,15,0,1,./motifs/2586.motifcount
6,15,0,7,16,12,0,0,0,0,2,6,12,2,10,0,3,./motifs/2587.motifcount
9,12,0,20,5,10,0,0,0,6,14,4,0,0,6,0,5,./motifs/2588.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2589.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2590.motifcount
6,15,0,8,14,13,0,0,0,0,4,6,12,1,8,0,4,./motifs/2592.motifcount
6,15,0,5,20,10,0,0,0,0,0,4,12,6,12,0,1,./motifs/2593.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2594.motifcount
6,15,0,11,8,16,0,0,0,0,10,4,6,0,6,0,9,./motifs/2595.motifcount
6,15,0,7,16,12,0,0,0,0,2,6,12,2,10,0,3,./motifs/2596.motifcount
7,14,0,10,15,10,0,0,0,1,4,7,9,2,10,0,2,./motifs/2598.motifcount
6,15,0,6,18,11,0,0,0,0,1,4,9,5,13,0,3,./motifs/2599.motifcount
7,14,0,9,17,9,0,0,0,1,2,7,9,3,12,0,1,./motifs/2600.motifcount
6,15,0,5,20,10,0,0,0,0,0,4,12,6,12,0,1,./motifs/2601.motifcount
7,14,0,10,15,10,0,0,0,1,4,7,9,2,10,0,2,./motifs/2602.motifcount
7,14,0,10,15,10,0,0,0,1,4,7,9,2,10,0,2,./motifs/2603.motifcount
6,15,0,5,20,10,0,0,0,0,0,4,12,6,12,0,1,./motifs/2604.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2605.motifcount
8,13,0,12,16,7,0,0,0,3,3,6,3,4,15,0,1,./motifs/2607.motifcount
8,13,2,8,18,7,0,0,6,0,0,4,6,4,12,2,1,./motifs/2608.motifcount
7,14,0,10,15,10,0,0,0,1,4,7,9,2,10,0,2,./motifs/2609.motifcount
7,14,0,10,15,10,0,0,0,1,4,7,9,2,10,0,2,./motifs/2610.motifcount
9,12,0,20,5,10,0,0,0,6,14,4,0,0,6,0,5,./motifs/2611.motifcount
6,15,0,11,8,16,0,0,0,0,10,4,6,0,6,0,9,./motifs/2612.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2613.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2614.motifcount
6,15,0,8,14,13,0,0,0,0,4,4,6,3,12,0,6,./motifs/2615.motifcount
6,15,0,9,12,14,0,0,0,0,5,6,9,0,9,0,6,./motifs/2616.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2618.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2619.motifcount
9,12,0,20,5,10,0,0,0,6,14,4,0,0,6,0,5,./motifs/2620.motifcount
9,12,0,18,9,8,0,0,0,6,9,6,3,0,9,0,2,./motifs/2621.motifcount
6,15,0,8,14,13,0,0,0,0,4,6,12,1,8,0,4,./motifs/2622.motifcount
6,15,0,9,12,14,0,0,0,0,5,6,9,0,9,0,6,./motifs/2623.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2624.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2625.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2626.motifcount
6,15,0,7,16,12,0,0,0,0,2,4,6,4,14,0,5,./motifs/2627.motifcount
6,15,0,6,18,11,0,0,0,0,1,6,15,3,9,0,1,./motifs/2628.motifcount
9,12,0,20,5,10,0,0,0,6,14,4,0,0,6,0,5,./motifs/2629.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2630.motifcount
7,14,0,10,15,10,0,0,0,1,4,7,9,2,10,0,2,./motifs/2631.motifcount
6,15,0,7,16,12,0,0,0,0,2,6,12,2,10,0,3,./motifs/2632.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2633.motifcount
6,15,0,7,16,12,0,0,0,0,2,4,6,4,14,0,5,./motifs/2634.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2636.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2637.motifcount
8,13,0,13,14,8,0,0,0,2,5,10,7,1,9,0,1,./motifs/2638.motifcount
6,15,0,8,14,13,0,0,0,0,4,6,12,1,8,0,4,./motifs/2639.motifcount
6,15,0,6,18,11,0,0,0,0,1,6,15,3,9,0,1,./motifs/2640.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2641.motifcount
7,14,0,10,15,10,0,0,0,1,4,7,9,2,10,0,2,./motifs/2642.motifcount
7,14,0,10,15,10,0,0,0,1,4,7,9,2,10,0,2,./motifs/2643.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2644.motifcount
6,15,0,11,8,16,0,0,0,0,10,4,6,0,6,0,9,./motifs/2645.motifcount
9,12,0,20,5,10,0,0,0,6,14,4,0,0,6,0,5,./motifs/2646.motifcount
7,14,0,11,13,11,0,0,0,1,5,6,3,2,13,0,5,./motifs/2647.motifcount
7,14,0,10,15,10,0,0,0,1,4,7,9,2,10,0,2,./motifs/2648.motifcount
6,15,0,7,16,12,0,0,0,0,2,4,6,4,14,0,5,./motifs/2649.motifcount
8,13,0,16,8,11,0,0,0,3,11,6,3,0,7,0,5,./motifs/2650.motifcount
6,15,0,8,14,13,0,0,0,0,4,4,6,3,12,0,6,./motifs/2651.motifcount
6,15,0,9,12,14,0,0,0,0,5,6,9,0,9,0,6,./motifs/2652.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2653.motifcount
7,14,0,10,15,10,0,0,0,1,4,7,9,2,10,0,2,./motifs/2654.motifcount
9,12,0,20,5,10,0,0,0,6,14,4,0,0,6,0,5,./motifs/2656.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2657.motifcount
6,15,0,9,12,14,0,0,0,0,5,6,9,0,9,0,6,./motifs/2658.motifcount
6,15,0,11,8,16,0,0,0,0,10,4,6,0,6,0,9,./motifs/2659.motifcount
7,14,0,9,17,9,0,0,0,1,2,6,6,4,14,0,2,./motifs/2660.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2661.motifcount
9,12,0,20,5,10,0,0,0,6,14,4,0,0,6,0,5,./motifs/2662.motifcount
6,15,0,11,8,16,0,0,0,0,10,4,6,0,6,0,9,./motifs/2663.motifcount
7,14,0,11,13,11,0,0,0,1,5,8,9,0,9,0,3,./motifs/2664.motifcount
7,14,0,10,15,10,0,0,0,1,4,7,9,2,10,0,2,./motifs/2665.motifcount
9,12,0,20,5,10,0,0,0,6,14,4,0,0,6,0,5,./motifs/2666.motifcount
6,15,0,6,18,11,0,0,0,0,1,6,15,3,9,0,1,./motifs/2667.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2668.motifcount
6,15,0,7,16,12,0,0,0,0,2,6,12,2,10,0,3,./motifs/2669.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2670.motifcount
6,15,0,5,20,10,0,0,0,0,0,4,12,6,12,0,1,./motifs/2671.motifcount
9,12,0,18,9,8,0,0,0,6,9,6,3,0,9,0,2,./motifs/2672.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2673.motifcount
6,15,0,8,14,13,0,0,0,0,4,6,12,1,8,0,4,./motifs/2674.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2675.motifcount
7,14,0,9,17,9,0,0,0,1,2,6,6,4,14,0,2,./motifs/2676.motifcount
6,15,0,8,14,13,0,0,0,0,4,4,6,3,12,0,6,./motifs/2677.motifcount
6,15,0,9,12,14,0,0,0,0,5,6,9,0,9,0,6,./motifs/2678.motifcount
6,15,0,11,8,16,0,0,0,0,10,4,6,0,6,0,9,./motifs/2679.motifcount
8,13,1,11,15,8,0,0,4,1,2,6,4,2,14,0,2,./motifs/2680.motifcount
6,15,0,5,20,10,0,0,0,0,0,4,12,6,12,0,1,./motifs/2681.motifcount
6,15,0,8,14,13,0,0,0,0,4,6,12,1,8,0,4,./motifs/2682.motifcount
9,12,0,20,5,10,0,0,0,6,14,4,0,0,6,0,5,./motifs/2683.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2684.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2685.motifcount
9,12,0,20,5,10,0,0,0,6,14,4,0,0,6,0,5,./motifs/2686.motifcount
9,12,0,18,9,8,0,0,0,6,9,6,3,0,9,0,2,./motifs/2687.motifcount
6,15,0,8,14,13,0,0,0,0,4,4,6,3,12,0,6,./motifs/2688.motifcount
8,13,1,11,15,8,0,0,4,1,2,6,4,2,14,0,2,./motifs/2689.motifcount
9,12,0,20,5,10,0,0,0,6,14,4,0,0,6,0,5,./motifs/2690.motifcount
9,12,0,20,5,10,0,0,0,6,14,4,0,0,6,0,5,./motifs/2691.motifcount
7,14,0,10,15,10,0,0,0,1,4,7,9,2,10,0,2,./motifs/2692.motifcount
6,15,0,11,8,16,0,0,0,0,10,4,6,0,6,0,9,./motifs/2693.motifcount
6,15,0,15,0,20,0,0,0,0,20,0,0,0,0,0,15,./motifs/2694.motifcount
8,13,0,15,10,10,0,0,0,3,8,6,0,1,12,0,5,./motifs/2695.motifcount
