total_2_1edge,total_2_indep,total_3_tris,total_2_star,total_3_1edge,total_3_indep,total_4_clique,total_4_chordcycle,total_4_tailed_tris,total_4_cycle,total_3_star,total_4_path,total_4_1edge,total_4_2edge,total_4_2star,total_4_tri,total_4_indep,filename
8,20,0,14,20,22,0,0,0,1,10,10,20,2,16,0,11,./motifs/2065.motifcount
7,21,0,16,10,30,0,0,0,0,20,5,10,0,10,0,25,./motifs/2066.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2067.motifcount
8,20,0,9,30,17,0,0,0,1,1,6,21,11,26,0,4,./motifs/2068.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2069.motifcount
7,21,0,10,22,24,0,0,0,0,5,9,25,2,17,0,12,./motifs/2070.motifcount
7,21,0,12,18,26,0,0,0,0,10,5,12,4,20,0,19,./motifs/2071.motifcount
9,19,0,14,26,16,0,0,0,3,5,7,11,9,29,0,6,./motifs/2072.motifcount
8,20,0,14,20,22,0,0,0,1,10,10,20,2,16,0,11,./motifs/2073.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2074.motifcount
9,19,0,16,22,18,0,0,0,3,7,13,19,1,21,0,6,./motifs/2076.motifcount
9,19,0,17,20,19,0,0,0,3,11,10,14,3,20,0,9,./motifs/2077.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2078.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2079.motifcount
7,21,0,16,10,30,0,0,0,0,20,5,10,0,10,0,25,./motifs/2080.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2081.motifcount
9,19,0,16,22,18,0,0,0,2,10,12,17,4,18,0,7,./motifs/2082.motifcount
7,21,0,8,26,22,0,0,0,0,2,8,29,5,18,0,8,./motifs/2083.motifcount
8,20,0,9,30,17,0,0,0,1,1,6,21,11,26,0,4,./motifs/2084.motifcount
10,18,0,25,10,21,0,0,0,6,24,8,4,0,13,0,15,./motifs/2085.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2086.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2087.motifcount
7,21,0,7,28,21,0,0,0,0,1,6,28,8,20,0,7,./motifs/2088.motifcount
10,18,1,18,21,16,0,0,5,3,8,11,13,2,22,0,6,./motifs/2089.motifcount
9,19,2,7,34,13,0,1,1,0,0,6,21,14,19,7,1,./motifs/2090.motifcount
9,19,0,16,22,18,0,0,0,2,10,12,17,4,18,0,7,./motifs/2091.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2092.motifcount
7,21,0,7,28,21,0,0,0,0,1,6,28,8,20,0,7,./motifs/2093.motifcount
10,18,2,15,24,15,0,1,4,2,7,10,18,4,16,4,4,./motifs/2094.motifcount
7,21,0,8,26,22,0,0,0,0,2,8,29,5,18,0,8,./motifs/2095.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2096.motifcount
7,21,0,10,22,24,0,0,0,0,5,9,25,2,17,0,12,./motifs/2097.motifcount
7,21,0,12,18,26,0,0,0,0,10,5,12,4,20,0,19,./motifs/2098.motifcount
8,20,0,18,12,26,0,0,0,1,20,8,12,0,10,0,19,./motifs/2099.motifcount
9,19,0,14,26,16,0,0,0,2,5,12,18,6,23,0,4,./motifs/2100.motifcount
7,21,0,16,10,30,0,0,0,0,20,5,10,0,10,0,25,./motifs/2101.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2102.motifcount
11,17,0,27,12,17,0,0,0,10,21,8,6,0,16,0,9,./motifs/2103.motifcount
9,19,0,17,20,19,0,0,0,3,11,10,14,3,20,0,9,./motifs/2104.motifcount
7,21,0,13,16,27,0,0,0,0,11,8,16,0,16,0,19,./motifs/2105.motifcount
10,18,2,14,26,14,0,1,3,1,7,12,19,6,13,5,3,./motifs/2106.motifcount
11,17,0,30,6,20,0,0,0,10,30,5,0,0,10,0,15,./motifs/2107.motifcount
7,21,0,8,26,22,0,0,0,0,2,8,29,5,18,0,8,./motifs/2108.motifcount
9,19,0,15,24,17,0,0,0,3,6,10,15,5,25,0,6,./motifs/2109.motifcount
11,17,0,27,12,17,0,0,0,10,21,8,6,0,16,0,9,./motifs/2110.motifcount
13,15,0,33,12,11,0,0,0,18,19,9,3,0,18,0,3,./motifs/2111.motifcount
9,19,0,19,16,21,0,0,0,3,14,9,4,2,23,0,15,./motifs/2112.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2113.motifcount
7,21,0,16,10,30,0,0,0,0,20,5,10,0,10,0,25,./motifs/2114.motifcount
9,19,2,12,24,18,0,1,3,0,7,10,24,3,11,5,6,./motifs/2116.motifcount
8,20,0,14,20,22,0,0,0,1,10,10,20,2,16,0,11,./motifs/2117.motifcount
8,20,0,10,28,18,0,0,0,1,2,6,16,10,28,0,7,./motifs/2118.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2119.motifcount
8,20,0,9,30,17,0,0,0,1,1,6,21,11,26,0,4,./motifs/2120.motifcount
8,20,0,12,24,20,0,0,0,1,5,10,21,4,21,0,8,./motifs/2122.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2124.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2125.motifcount
9,19,0,14,26,16,0,0,0,2,5,12,18,6,23,0,4,./motifs/2127.motifcount
7,21,0,9,24,23,0,0,0,0,4,7,24,5,19,0,11,./motifs/2128.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2129.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2130.motifcount
11,17,0,27,12,17,0,0,0,10,21,8,6,0,16,0,9,./motifs/2132.motifcount
7,21,0,13,16,27,0,0,0,0,11,8,16,0,16,0,19,./motifs/2133.motifcount
8,20,0,12,24,20,0,0,0,1,5,10,21,4,21,0,8,./motifs/2134.motifcount
10,18,2,14,26,14,0,1,3,1,7,12,19,6,13,5,3,./motifs/2135.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2136.motifcount
7,21,0,16,10,30,0,0,0,0,20,5,10,0,10,0,25,./motifs/2137.motifcount
7,21,0,8,26,22,0,0,0,0,2,8,29,5,18,0,8,./motifs/2138.motifcount
11,17,4,12,30,10,0,2,6,0,4,12,19,9,8,10,0,./motifs/2139.motifcount
7,21,0,8,26,22,0,0,0,0,2,8,29,5,18,0,8,./motifs/2140.motifcount
7,21,0,12,18,26,0,0,0,0,8,9,18,0,18,0,17,./motifs/2141.motifcount
7,21,0,10,22,24,0,0,0,0,5,5,13,6,25,0,16,./motifs/2142.motifcount
8,20,1,10,25,20,0,0,4,0,2,8,25,3,20,1,7,./motifs/2144.motifcount
10,18,2,12,30,12,0,1,3,1,2,11,17,9,20,5,1,./motifs/2146.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2147.motifcount
7,21,0,9,24,23,0,0,0,0,4,7,24,5,19,0,11,./motifs/2149.motifcount
11,17,0,30,6,20,0,0,0,10,30,5,0,0,10,0,15,./motifs/2150.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2151.motifcount
11,17,0,27,12,17,0,0,0,10,21,8,6,0,16,0,9,./motifs/2152.motifcount
7,21,0,8,26,22,0,0,0,0,2,8,29,5,18,0,8,./motifs/2153.motifcount
11,17,0,27,12,17,0,0,0,10,21,8,6,0,16,0,9,./motifs/2154.motifcount
7,21,0,12,18,26,0,0,0,0,10,8,21,1,14,0,16,./motifs/2155.motifcount
9,19,0,16,22,18,0,0,0,2,10,12,17,4,18,0,7,./motifs/2156.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2158.motifcount
11,17,2,18,24,12,0,0,10,2,4,14,13,3,22,0,2,./motifs/2159.motifcount
7,21,0,12,18,26,0,0,0,0,10,5,12,4,20,0,19,./motifs/2161.motifcount
8,20,0,9,30,17,0,0,0,1,1,6,21,11,26,0,4,./motifs/2162.motifcount
11,17,0,27,12,17,0,0,0,10,21,8,6,0,16,0,9,./motifs/2163.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2165.motifcount
7,21,0,12,18,26,0,0,0,0,8,9,18,0,18,0,17,./motifs/2167.motifcount
7,21,0,10,22,24,0,0,0,0,5,8,22,3,19,0,13,./motifs/2168.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2169.motifcount
9,19,2,12,24,18,0,1,3,0,7,10,24,3,11,5,6,./motifs/2170.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2171.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2172.motifcount
7,21,0,7,28,21,0,0,0,0,1,7,31,7,18,0,6,./motifs/2173.motifcount
8,20,0,14,20,22,0,0,0,1,10,10,20,2,16,0,11,./motifs/2174.motifcount
7,21,0,10,22,24,0,0,0,0,5,9,25,2,17,0,12,./motifs/2176.motifcount
8,20,0,9,30,17,0,0,0,1,1,6,21,11,26,0,4,./motifs/2177.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2179.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2180.motifcount
10,18,0,21,18,17,0,0,0,6,14,8,6,4,23,0,9,./motifs/2181.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2182.motifcount
9,19,1,10,31,14,0,0,2,0,1,12,23,9,19,3,1,./motifs/2183.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2184.motifcount
9,19,0,19,16,21,0,0,0,3,14,9,4,2,23,0,15,./motifs/2185.motifcount
8,20,0,10,28,18,0,0,0,1,2,6,16,10,28,0,7,./motifs/2186.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2187.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2188.motifcount
7,21,0,12,18,26,0,0,0,0,10,5,12,4,20,0,19,./motifs/2189.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2190.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2191.motifcount
7,21,0,13,16,27,0,0,0,0,11,8,16,0,16,0,19,./motifs/2192.motifcount
9,19,2,7,34,13,0,1,1,0,0,6,21,14,19,7,1,./motifs/2193.motifcount
11,17,4,12,30,10,0,2,6,0,4,12,19,9,8,10,0,./motifs/2194.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2195.motifcount
12,16,2,19,28,7,0,0,8,2,2,22,6,7,21,2,0,./motifs/2196.motifcount
11,17,2,23,14,17,0,1,6,5,18,8,10,0,11,2,9,./motifs/2197.motifcount
10,18,2,12,30,12,0,1,3,1,2,10,14,10,22,5,2,./motifs/2198.motifcount
7,21,0,9,24,23,0,0,0,0,3,8,24,4,20,0,11,./motifs/2199.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2200.motifcount
7,21,0,13,16,27,0,0,0,0,11,8,16,0,16,0,19,./motifs/2201.motifcount
7,21,0,13,16,27,0,0,0,0,11,8,16,0,16,0,19,./motifs/2202.motifcount
9,19,0,15,24,17,0,0,0,3,6,9,12,6,27,0,7,./motifs/2203.motifcount
7,21,0,16,10,30,0,0,0,0,20,5,10,0,10,0,25,./motifs/2205.motifcount
7,21,0,10,22,24,0,0,0,0,5,9,25,2,17,0,12,./motifs/2206.motifcount
6,15,0,18,18446744073709551610,23,0,0,0,0,30,0,6,9223372036854775808,9223372036854775808,0,18446744073709551615,./motifs/2207.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2208.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2209.motifcount
7,21,0,16,10,30,0,0,0,0,20,5,10,0,10,0,25,./motifs/2210.motifcount
9,19,2,9,30,15,0,1,2,0,2,8,22,9,17,6,3,./motifs/2211.motifcount
9,19,0,17,20,19,0,0,0,3,9,13,17,0,20,0,8,./motifs/2212.motifcount
11,17,4,12,30,10,0,2,6,0,4,12,19,9,8,10,0,./motifs/2213.motifcount
7,21,0,10,22,24,0,0,0,0,5,5,13,6,25,0,16,./motifs/2215.motifcount
7,21,0,7,28,21,0,0,0,0,1,6,28,8,20,0,7,./motifs/2217.motifcount
7,21,0,12,18,26,0,0,0,0,10,5,12,4,20,0,19,./motifs/2218.motifcount
8,20,0,18,12,26,0,0,0,1,20,8,12,0,10,0,19,./motifs/2219.motifcount
11,17,2,17,26,11,0,1,4,3,7,12,11,8,18,4,2,./motifs/2221.motifcount
10,18,0,25,10,21,0,0,0,6,24,8,4,0,13,0,15,./motifs/2222.motifcount
8,20,0,11,26,19,0,0,0,1,4,8,20,7,23,0,7,./motifs/2223.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2224.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2225.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2226.motifcount
7,21,0,16,10,30,0,0,0,0,20,5,10,0,10,0,25,./motifs/2227.motifcount
9,19,0,15,24,17,0,0,0,3,6,11,18,4,23,0,5,./motifs/2228.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2229.motifcount
6,15,0,8,13,14,0,0,0,0,4,9,13,9223372036854775808,4,0,9223372036854775813,./motifs/2230.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2231.motifcount
7,21,0,7,28,21,0,0,0,0,1,6,28,8,20,0,7,./motifs/2232.motifcount
7,21,0,9,24,23,0,0,0,0,3,8,24,4,20,0,11,./motifs/2233.motifcount
11,17,0,30,6,20,0,0,0,10,30,5,0,0,10,0,15,./motifs/2234.motifcount
11,17,0,30,6,20,0,0,0,10,30,5,0,0,10,0,15,./motifs/2235.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2236.motifcount
7,21,0,12,18,26,0,0,0,0,10,8,21,1,14,0,16,./motifs/2237.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2238.motifcount
7,21,0,7,28,21,0,0,0,0,1,7,31,7,18,0,6,./motifs/2239.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2240.motifcount
12,16,0,36,0,20,0,0,0,15,40,0,0,0,0,0,15,./motifs/2241.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2242.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2243.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2244.motifcount
7,21,0,12,18,26,0,0,0,0,10,5,12,4,20,0,19,./motifs/2245.motifcount
7,21,0,12,18,26,0,0,0,0,10,5,12,4,20,0,19,./motifs/2246.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2247.motifcount
7,21,0,8,26,22,0,0,0,0,2,8,29,5,18,0,8,./motifs/2248.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2249.motifcount
12,16,5,22,13,16,0,10,1,0,20,8,6,0,12,4,9,./motifs/2250.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2251.motifcount
10,18,0,21,18,17,0,0,0,6,14,8,6,4,23,0,9,./motifs/2252.motifcount
7,21,0,12,18,26,0,0,0,0,10,8,21,1,14,0,16,./motifs/2253.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2254.motifcount
7,21,0,10,22,24,0,0,0,0,5,9,25,2,17,0,12,./motifs/2255.motifcount
7,21,0,9,24,23,0,0,0,0,3,8,24,4,20,0,11,./motifs/2256.motifcount
8,20,0,9,30,17,0,0,0,1,1,6,21,11,26,0,4,./motifs/2257.motifcount
7,21,0,10,22,24,0,0,0,0,5,5,13,6,25,0,16,./motifs/2258.motifcount
7,21,0,12,18,26,0,0,0,0,10,8,21,1,14,0,16,./motifs/2259.motifcount
7,21,0,12,18,26,0,0,0,0,10,8,21,1,14,0,16,./motifs/2261.motifcount
10,18,0,17,26,13,0,0,0,2,6,16,6,8,27,0,5,./motifs/2262.motifcount
8,20,0,14,20,22,0,0,0,1,10,10,20,2,16,0,11,./motifs/2263.motifcount
9,19,0,16,22,18,0,0,0,3,7,13,19,1,21,0,6,./motifs/2264.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2265.motifcount
7,21,0,16,10,30,0,0,0,0,20,5,10,0,10,0,25,./motifs/2266.motifcount
8,20,0,12,24,20,0,0,0,1,5,8,15,6,25,0,10,./motifs/2267.motifcount
7,21,0,13,16,27,0,0,0,0,11,8,16,0,16,0,19,./motifs/2268.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2269.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2270.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2271.motifcount
9,19,0,17,20,19,0,0,0,3,11,10,14,3,20,0,9,./motifs/2272.motifcount
8,20,0,9,30,17,0,0,0,1,1,6,21,11,26,0,4,./motifs/2273.motifcount
9,19,0,16,22,18,0,0,0,2,10,12,17,4,18,0,7,./motifs/2274.motifcount
7,21,0,8,26,22,0,0,0,0,2,8,29,5,18,0,8,./motifs/2275.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2276.motifcount
8,20,0,11,26,19,0,0,0,0,3,12,21,5,22,0,7,./motifs/2277.motifcount
10,18,1,17,23,15,0,0,5,3,5,12,15,2,24,0,4,./motifs/2278.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2279.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2280.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2281.motifcount
11,17,0,30,6,20,0,0,0,10,30,5,0,0,10,0,15,./motifs/2282.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2283.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2284.motifcount
7,21,0,12,18,26,0,0,0,0,10,5,12,4,20,0,19,./motifs/2285.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2286.motifcount
10,18,1,15,27,13,0,0,3,2,3,15,16,5,22,2,2,./motifs/2287.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2288.motifcount
9,19,2,7,34,13,0,1,1,0,0,6,21,14,19,7,1,./motifs/2289.motifcount
11,17,0,30,6,20,0,0,0,10,30,5,0,0,10,0,15,./motifs/2290.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2291.motifcount
7,21,0,9,24,23,0,0,0,0,4,7,24,5,19,0,11,./motifs/2292.motifcount
9,19,0,16,22,18,0,0,0,3,7,13,19,1,21,0,6,./motifs/2293.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2294.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2295.motifcount
8,20,0,11,26,19,0,0,0,1,3,10,23,5,22,0,6,./motifs/2297.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2298.motifcount
9,19,2,12,24,18,0,1,3,0,7,10,24,3,11,5,6,./motifs/2299.motifcount
7,21,0,9,24,23,0,0,0,0,4,7,24,5,19,0,11,./motifs/2300.motifcount
7,21,0,10,22,24,0,0,0,0,5,5,13,6,25,0,16,./motifs/2301.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2302.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2304.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2305.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2306.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2307.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2308.motifcount
8,20,0,10,28,18,0,0,0,1,2,8,22,8,24,0,5,./motifs/2309.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2310.motifcount
7,21,0,8,26,22,0,0,0,0,2,6,23,7,22,0,10,./motifs/2311.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2312.motifcount
11,17,0,30,6,20,0,0,0,10,30,5,0,0,10,0,15,./motifs/2313.motifcount
7,21,0,16,10,30,0,0,0,0,20,5,10,0,10,0,25,./motifs/2314.motifcount
7,21,0,10,22,24,0,0,0,0,5,9,25,2,17,0,12,./motifs/2315.motifcount
11,17,0,27,12,17,0,0,0,10,21,8,6,0,16,0,9,./motifs/2316.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2317.motifcount
9,19,0,18,18,20,0,0,0,3,12,12,15,0,18,0,10,./motifs/2318.motifcount
8,20,0,12,24,20,0,0,0,1,5,8,15,6,25,0,10,./motifs/2320.motifcount
7,21,0,8,26,22,0,0,0,0,2,8,29,5,18,0,8,./motifs/2321.motifcount
8,20,0,14,20,22,0,0,0,1,10,10,20,2,16,0,11,./motifs/2322.motifcount
7,21,0,16,10,30,0,0,0,0,20,5,10,0,10,0,25,./motifs/2323.motifcount
7,21,0,12,18,26,0,0,0,0,8,9,18,0,18,0,17,./motifs/2324.motifcount
8,20,0,10,28,18,0,0,0,1,2,8,22,8,24,0,5,./motifs/2325.motifcount
7,21,0,16,10,30,0,0,0,0,20,5,10,0,10,0,25,./motifs/2326.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2327.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2328.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2330.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2331.motifcount
7,21,0,12,18,26,0,0,0,0,10,8,21,1,14,0,16,./motifs/2332.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2333.motifcount
7,21,0,10,22,24,0,0,0,0,5,9,25,2,17,0,12,./motifs/2334.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2335.motifcount
7,21,0,7,28,21,0,0,0,0,1,6,28,8,20,0,7,./motifs/2336.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2338.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2339.motifcount
7,21,0,13,16,27,0,0,0,0,11,8,16,0,16,0,19,./motifs/2340.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2341.motifcount
7,21,0,16,10,30,0,0,0,0,20,5,10,0,10,0,25,./motifs/2342.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2343.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2344.motifcount
8,20,0,14,20,22,0,0,0,1,10,10,20,2,16,0,11,./motifs/2345.motifcount
11,17,0,30,6,20,0,0,0,10,30,5,0,0,10,0,15,./motifs/2346.motifcount
12,16,4,21,18,13,0,2,12,4,12,8,14,1,9,4,4,./motifs/2347.motifcount
8,20,0,12,24,20,0,0,0,1,5,9,18,5,23,0,9,./motifs/2348.motifcount
11,17,0,30,6,20,0,0,0,10,30,5,0,0,10,0,15,./motifs/2349.motifcount
7,21,0,12,18,26,0,0,0,0,10,5,12,4,20,0,19,./motifs/2350.motifcount
7,21,0,13,16,27,0,0,0,0,11,8,16,0,16,0,19,./motifs/2351.motifcount
11,17,0,30,6,20,0,0,0,10,30,5,0,0,10,0,15,./motifs/2352.motifcount
8,20,1,10,25,20,0,0,4,0,2,7,22,4,22,1,8,./motifs/2353.motifcount
9,19,0,19,16,21,0,0,0,3,14,9,4,2,23,0,15,./motifs/2354.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2355.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2356.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2357.motifcount
7,21,0,12,18,26,0,0,0,0,8,9,18,0,18,0,17,./motifs/2358.motifcount
7,21,0,12,18,26,0,0,0,0,10,5,12,4,20,0,19,./motifs/2359.motifcount
8,20,1,10,25,20,0,0,4,0,2,7,22,4,22,1,8,./motifs/2360.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2361.motifcount
9,19,0,15,24,17,0,0,0,3,5,12,18,3,24,0,5,./motifs/2362.motifcount
8,20,0,9,30,17,0,0,0,1,1,6,21,11,26,0,4,./motifs/2363.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2364.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2365.motifcount
13,15,4,26,14,12,0,2,14,8,16,5,10,1,8,2,4,./motifs/2366.motifcount
7,21,0,16,10,30,0,0,0,0,20,5,10,0,10,0,25,./motifs/2367.motifcount
11,17,0,30,6,20,0,0,0,10,30,5,0,0,10,0,15,./motifs/2368.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2369.motifcount
10,18,0,25,10,21,0,0,0,6,24,8,4,0,13,0,15,./motifs/2370.motifcount
7,21,0,7,28,21,0,0,0,0,1,7,31,7,18,0,6,./motifs/2371.motifcount
9,19,0,16,22,18,0,0,0,2,10,12,17,4,18,0,7,./motifs/2372.motifcount
7,21,0,16,10,30,0,0,0,0,20,5,10,0,10,0,25,./motifs/2373.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2374.motifcount
9,19,0,16,22,18,0,0,0,2,10,12,17,4,18,0,7,./motifs/2375.motifcount
7,21,0,10,22,24,0,0,0,0,5,5,13,6,25,0,16,./motifs/2376.motifcount
7,21,0,9,24,23,0,0,0,0,4,9,30,3,15,0,9,./motifs/2377.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2378.motifcount
7,21,0,12,18,26,0,0,0,0,10,5,12,4,20,0,19,./motifs/2379.motifcount
8,20,0,14,20,22,0,0,0,1,8,8,8,4,26,0,15,./motifs/2381.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2382.motifcount
7,21,0,16,10,30,0,0,0,0,20,5,10,0,10,0,25,./motifs/2383.motifcount
7,21,0,21,0,35,0,0,0,0,35,0,0,0,0,0,35,./motifs/2384.motifcount
